helpful,postDate,reviewBody,reviewTitles,special_profile,starRating,type,type_product,username,verifiedPurchase
,"Reviewed in the United States on August 4, 2021","I first bought one on prime day, but a day after I bought it they said it wouldn’t come in till September. So I reach out and one of their customer service agents said I could get a refund of the difference if I return one and get a new echo that would come sooner. Ended up return one and getting another then once that one came in it reach out for my refund. They then told me that they couldn’t give me after purchase. Even though I did just as I was instructed by the first person a takes to. It was very bad customer service of multiple people saying different things and telling me regulations and guidelines rather then helping with the issue.After getting the product though I would say that I am more happy with it then with the second generation. It has better sound, voice and connect ability.",Great product bad customer service,,3.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Jillian hobbs,Verified Purchase
One person found this helpful,"Reviewed in the United States on December 1, 2020","Honestly I have no idea what these reviews are actually about the echo dot fourth generation is an amazing speaker you get what you would almost expect out of a $50 speaker as far as sound goes with the added benefit that you can control everything in your household and many, many, many other things by just speaking to it so yes wow the base might be lacking or something like that or another type of $50 speaker it’s not by very much at all of a difference but with the major benefit of everything else that it does and the sound quality is amazing especially when compared to the previous generations!! Two negative things that I will mention.. One the blue light does not stay on all the time only when the wake word is said or it is in the process of doing what you tell it to do the other downside is with the calling and texting feature it does not support iOS devices because Apple refuses to quit being stingy ********.. Other than that this thing is amazing!! You can even do personalized routines to make it say and do what you want it to do in other words if you wanted to reply back to something that normally these devices would refuse to do if you made a routine with it it could do that!",Amazing!!,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Hickmaster,Verified Purchase
4 people found this helpful,"Reviewed in the United States on December 11, 2020",bought this to replace my 3rd generation echo dot. Because I thought it would be a upgrade but I was wrong. the sound coming out of this softball shaped speaker sucks. When playing music this thing makes it sound like the person or people. are singing in a cave. and there is no bass in this speaker. and turning up the volume just make the speaker sound worse. I sent it back for a refund. I will just keep my 3rd generation echo dot. because it sounds munch better then this new one.,THIS SPEAKER IS TERRIBLE,,1.0 out of 5 stars,Color: Glacier White,Configuration: Echo Dot,Amzon Comsuter,Verified Purchase
,"Reviewed in the United States on August 18, 2021","I have to admit, I did not know why I would want one. I figured it would be nice to have music without tying up my phone to stream music to a bluetooth speaker.  So, since they were half price I purchased one. I now have 4. I call her ""the round one"" if I am talking about her so she doesn't answer me.I stream Amazon music and the only drawback, and it is only when I stream from Amazon music, she stops playing after a while, sometimes it's an hour, sometimes longer. I ask her why and she said there hasn't been any activity..well yes, that is because I am listening to music and am busy.  Other than that, the sound is great,  I love having music in each room instead of a stereo in one room and having to blast it. I recommend her highly. She is entertaining as well.",I love the little things,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Suzanne ,Verified Purchase
,"Reviewed in the United States on March 18, 2022","I like the shape of the new Alexa but she really likes to move! as in she vibrates so much that she walks herself toward the end of the shelf every time she is used. I have to keep moving her back to the center of the shelf every other day or she will jump off!  I have 3 of them and the one with the better speakers is the worst offender! The other two either stay in place or have a lip on the shelf to keep them in place. I finally had to put Alexa on a candle holder with a lip on it to keep her in place.  still has other issues tho, constantly disables itself from my apple music, and constantly plays the wrong music asked for on amazon music. Hence why I use my apple one.",alexa wants to jump off the shelf!,,3.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,sassmacfru,Verified Purchase
,"Reviewed in the United States on February 23, 2022","Dear Google,I'm leaving you for Alexa! I ain't gonna lie, I didn't have high hopes at first. I have a house full of Google Nest Minis and things drive me absolutely forking crazy! I singed up for OnStar and they said I could have a Dot for free. I thought, ""What heck, why not?"" Alexa is superior to Google in every way! I didn't realize that it was possible to have a digital assistant that doesn't ignore you half the time and fork everything up 85% percent of the time that it does respond. Alexa also processes commands, including smart devices, faster than my Google and has superior sound quality when comes to playing music. I will be replacing my Minis with Echos!","Yaaassss, gurl!",,5.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,AJ Walsh,Verified Purchase
9 people found this helpful,"Reviewed in the United States on November 30, 2020","I've got well over 10 Echo Dots (Gen 3) around the house, and this thing is a complete disgrace to the Alexa lineup. I've never heard a speaker of this quality since flip phones. There's nothing physically wrong with it. The audio balancing is just so poor, it literally sounds like a handheld radio from 1992. HUGE Downgrade from third gen hockey puck style Echo Dots.UPDATE: Amazon sent me another one for free. The first one was just a bad unit. These are otherwise great.",TERRIBLE Sound Quality,,4.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,LJRossPhoto,Verified Purchase
One person found this helpful,"Reviewed in the United States on December 16, 2020","The reviews were spot on.  The sound is bright, which makes it easy for me to hear voices clearly. This is very important to me since I have the BBC playing while I sleep. Other reviews mentioned the top placed buttons feeling less than substantial. I agree. The G2 & G3 dot's buttons are far superior in feel and action. That is not to say the G4 buttons don't work, they do and it is easy to press the correct one in the dark. The G2 & G3 require memorizing the position of the function button you want. The G4 is, in my opinion, more esthetically pleasing and the light ring on the bottom is less obtrusive in the dark. However it is about three times the size of the others. My one nit I have to pickis when I ask Alexa to 'play WAMC', the radio station I like, it and it's sisters and brothers, try to play N.W.A.! They are not what I prefer to wake up to. Overall I like it and would recommend it, especially when the price is $29 as it was when I bought it.","As many reviews stated, the sound is bright.",,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,KnowName,Verified Purchase
6 people found this helpful,"Reviewed in the United States on December 1, 2020","This is the fifth Echo Dot in our household, and the first Gen 4.  What on earth have they done to the Echo?  The sound quality is HORRIBLE.  Totally tinny!  I went into the app and changed the audio settings in a bunch of different ways, and it still sounds like a cheap radio from the 1980's.  I compared the Gen 4 side by side with one of Gen 3's we have - the difference in quality is shocking!  Wow, just WOW.  I can't believe I wasted over 50 bucks on this ""new and improved"" Echo.",What the heck happened?,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Pameladeville,Verified Purchase
One person found this helpful,"Reviewed in the United States on December 15, 2020","I already have several other Echo devices including an Echo Plus (2nd Gen) in the kitchen.  I placed the new Echo Dot (4th Gen) in the family room.  My wife and I have both noticed that when we are just a few feet away from the Echo Plus and issue a command when facing it directly, it is the new Echo Dot in the other room which replies even though it is several times farther away.  Amazon Customer Service's solution was to change the wake word on one device to make sure only the intended device wakes.  This seems like a workaround for a problem where mic sensitivity is different for the two devices and mic sensitivity cannot be adjusted on either one.",Very sensitive mic,,4.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,R. Magee,Verified Purchase
,"Reviewed in the United States on April 3, 2022",Sound is a vast improvement but even though using the male voice certain responses are still changed to the original female voice.  Evidently the software engineers didn't do the job completely.  The lights showing unit status or reminders are very hard to see unless dark.  They have made the placement at the very bottom and the circumference is very small making daylight wash it out at times so that you do not know a message is waiting.  These units also need to be able to sense indoor temp and report when asked.  At least they're is no video screen flashing ads in your face all day instead of click and weather that you set it to show.,Great except the light,,4.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Concerned buyer,Verified Purchase
5 people found this helpful,"Reviewed in the United States on November 25, 2020",We just recently got a 3rd gen and were so in love we bought the 4th gen to go in a different room. When I set it up originally I thought the volume wasn't all the way up because Alexa sounded muffled and then I played music and it was just terrible. The volume at 10 didn't even compare to the 3rd gen. Also there was no type of base at all the music just sounded flat. I used the everywhere app and played them together. The 3rd gen can be heard from upstairs and the 4th cant even be heard until you're in the room. I hope that this is just my device specifically. Because if not than it is a rip off in price since the 3rd gen is CHEAPER and BETTER QUALITY in my opinion. I'm starting my refund process and going to use it to get another 3rd,Disappointed when compared to 3rd gen,,2.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Camille,Verified Purchase
,"Reviewed in the United States on November 30, 2021","I'm writing this review in the hopes that the creators and programmers of this device read it and improve the motion detection.I bought it specifically for the motion detector.My plan: Echo Dot starts playing music when somebody enters a room and stop playing when the person leaves the room.1. I wish there is a way to manage the sensitivity and range of the motion sensor. Yes, music starts playing when somebody enters the room, but also music starts playing every time somebody walks in the hallway in front of the room (the door of the room has to be always open). I have moved the Echo and set it at different angles but the problem persists.2. The Alexa action ""People aren't Detected"" does not work. Even when the person leaves the room, music continues playing forever, the only way to make it stop is with a voice command or set a timer for the music to stop after a certain time which defeats the purpose if the person still is in the room when the timer is up.3. It seems once the motion sensor is triggered by the presence of a person, the sensor does not work for about 30 minutes after it was triggered. When the first person enters the room, Alexa plays music (I have it with the timer), then the first person leaves the room. Then if within 30 minutes another person (or the same one) enters the room, Alexa does nothing, no music starts playing.4. Everything else works normally (I haven't tried all the features), the quality of the sound is good taking in account that the speaker is very small.Please fix all these bugs with the motion sensor. Thank you.",Motion detector needs improvement,,4.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Lovedecor,Verified Purchase
,"Reviewed in the United States on June 1, 2021","I really like my echo dot. I bought it primarily for listening to audiobooks. The sound is really good and I have no complaints about sound quality for either books or music. I also use it for weather updates and things like that. I love the options for alarm and timer sounds. It is easy to manage through the Alexa app. I only have one, not really a complaint, per se, but something I don't love about it. I also have a Google Home. It isn't as flexible as the echo but it is more user interactive. It responds to things like ""Please"" and ""Thank You"". It waits after an interaction to see if you want something else so you don't have to continually wake it. It's just more personable if you get what I mean. Would I buy an Echo again? In a second. I really enjoy it. I just hope they upgrade the ""personality"" in the future.",Good but not great,,4.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Book Mouse,Verified Purchase
3 people found this helpful,"Reviewed in the United States on October 31, 2020","Amazon quality and technology synced together flawlessly. I have 2 Fire tvs, Kindles, and use Alexa on my phone but my home is not a ""Smart Home"" Which is why it has taken me so long to purchase this... Wish I hadn't waited! The sound quality is amazing and is so simple to use! I love how it syncs with my phone and is hands free! Alexa is my new friend! Lol",My first Echo Dot,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Sharyn,Verified Purchase
,"Reviewed in the United States on June 2, 2021","I bought the product on a lark, thinking that I MIGHT find it fun to play with.  I did realize how nice it would be to be albe to say ""Alexa, play baroque period music for me,"" and it would immediately play my favorite kind of music!  It is also amazing to be able to ask the time or weather conditions when one wakes in the middle of the night and doesn't want to open one's eyes.  Alexa answers promptly with exactly the information needed.  I wish I had bought and echo dot sooner!  I'm even considering another device for additional control features though I don't know why.  This one does everything I actually need.  I'm just thinking it would be nice to have some lamps plugged in that could be controlled through an Alexa device.  Who wants to get out of bed to turn off a light that has mistakenly been left turned on?",Amazing device!!,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Slim2u,Verified Purchase
One person found this helpful,"Reviewed in the United States on June 29, 2021","It's great! Until it disconnects from Will Find!!! I did everything the Alexa app told me to repair the Eco dot to the internet!! This IS NOT A USER FRIENDLY PRODUCT!! BUYER BE WARE!! It works until it disconnects!! I have been unsuccessful at reconnecting with passwords and router resets at 6 times and counting!! Other devices like I Robot and Smart Ovens reconnect, with the phone app, but the very control hub Eco dot will become a Brick!!!!! I'm not sure of other of the Alexa branded products!! I'm open to suggestions on fixing this POS to make my statement sensored!! What a waste of my time and money!",Don't buy a Eco dot it's good until it disconnects from the internet the first time!!!!,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Micah Simmons,Verified Purchase
,"Reviewed in the United States on February 11, 2022","I have zero use for a device that controls everything, or answers a question I can easily look up on Google myself. What I do need is a device that I can use my voice to stop or start a music track, because I'm learning to play guitar. While it was responsive to voice commands, I couldn't get it to play a song without having to subscribe to Amazon music. I already pay 80 billion subscription fees, I'm not adding another. Further, I have an iPod classic that has all my music on it, so I don't need (or want) to use a streaming service.I'm sure it's an otherwise a decent device, it just failed spectacularly at what I needed it for. Returned the same day I got it.",Failed To Do The One Thing It Was Needed For,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Ian Snow,Verified Purchase
,"Reviewed in the United States on February 1, 2021","I have 5 of these and the ones purchased previously sound great, but recent purchases have poor sound quality. I have placed side by side with ones purchased a month ago and there is a huge sound difference. The newer one has almost no bass, you can even feel the difference if you pick them up, one has a vibration from the bass and the other almost none. I am on the 3rd replacement in a week, I will receive the next one in a few days, if its better I will update, but I feel they are mass producing and skimped on sound quality or switched manufactures or something, build quality has gotten worse. When I turn the bass all the way up and down with ones from December there is a noticeable difference, the ones purchased in mid Jan have little to know differences in bass, but tremble and mid work fine. I received another and used a decibel meter, the quality of the third replacement was poor compared to previous Echo Dot bout last month. I am not happy with the sound quality at all..",Sound Quality has dropped off terribly compared to ones purchased a month ago.,,2.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Scott McIlvaine,Verified Purchase
One person found this helpful,"Reviewed in the United States on June 24, 2021","Alexa start the time.  Alexa start the timer.  Alexa start the timer... ALEXA START THE FREAKIN TIMER....  I can't tell you how many meals have been ruined when I go to check the timer and Alexa never started one because I didn't ask her to do so 9 times.  I'm getting sick of this.  If I have to manage Alexa so closely, what's the point?  And yes, I've provided feedback (""her"" instructions when I asked why I have to ask so many times before I'm acknowledged).  Alexa submit this comment.  Alexa, submit this comment.  Alexa submit this comment...",Why the F**** do I have to say everything 2 and 3 times for her to pay attention?,,2.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,A Bono,Verified Purchase
One person found this helpful,"Reviewed in the United States on September 17, 2021","I just wanted to be able to play my preferred music/video app from my smart device. Sounds like a simple task that should work right out of the box.Amazon Alexa simply tells me ""Go spin, ya like apple music though right?"".Sure. I can pair to my phone. SURE. but then I can only use 1 speaker at a time. I can't play it through my whole house, just 1 speaker. That's ALL you get. If I wanted a single speaker Alexa I'D BUY A PORTABLE BLUETOOTH ONE Let's say you capitulate and decide ""Oh sure, I'll get amazon music"" an app that feels and looks like something your boomer father accidentally downloaded instead of Pandora and now you have to help walk him through it. And let's say you got an Echo and a plus...Well guess what sweetheart, they're not compatible in stereo EITHER.I am not quick to anger. I'm a VERY patient person (I worked at a help desk for two years, if that doesn't turn you into a zen master, I don't know what will) but this...thing, it made me VERY angry, very quickly. I was visibly shaking with how frustrated I was at the awful experience I got, right out of the box.I'm getting a nest. I'll update this review with my findings there.And for fairness sake, sound quality was middling but not bad, voice recognition was okay. Don't buy this, it sucks.",Genuinely one of the the worst user experiences I have ever had.,,2.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Abraham Moshekh,Verified Purchase
One person found this helpful,"Reviewed in the United States on December 8, 2020","Update. Changing to 1 star.  Amazon reached out and had me do a brand new set up.  It seemed to help for a little while but it has gotten worse again. Non responsive, Bluetooth doesn’t stay connected. Playing music on it cuts in and out.  Changed it out with a gen 3 echo dot that we had and everything works flawlessly.  The 4th gen is now in my sons room and works ok for him for what he needs ( basically his alarm clock).Original review:  2 stars. Significant Downgrade from previous dots. Sound quality is not as good, the charger is white when I ordered the black dot so it sticks out like a sore thumb.  And it is routinely unresponsive so I have to unplug the dot then plug it back in.  Tempted to throw it in the trash and go back to our gen 3.",Significant step backwards.,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Jtmohr4,Verified Purchase
,"Reviewed in the United States on July 8, 2021","The voice recognition mic doesn't seem as sensitive or consistent as the third gen puck style. With this one I have to almost yell commands for it to pick up, with the puck style i can whisper from across the room and it will hear me.It definitely has issues connecting if the microwave in another room (between it and the wifi) is being used. My neighbors are not close enough for interference from their house. It seems like this unit is ALWAYS having to buffer.  I wish it had better range. (I will NOT use Sidewalk, that is NOT a solution! We are rural.)Sound is GREAT. The globe shape prevents my cats from sitting on it. Would have loved if it had more LED indicators up high on the globe, as it sits on a ledge and i can't see the ring at the bottom. It's as advertised though.","Better speaker, cool shape, still has design issues, function isn't much improved.",,4.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,MoonKatz,Verified Purchase
2 people found this helpful,"Reviewed in the United States on December 8, 2020","I have 5 different Alexa. I do not like this 4th generation baseball looking Dot. I think the sound quality is not as good as 3rd generation. Bass is not as grounded as the hunkered down low 3rd generation. I do not like to give bad reviews to Alexas because who else but Amazon is working to perfect this technology? We need to be ginnie pigs. Its hard to beat Dot 3rd. Generation. 3rd generation is nearly perfect in design and sound, and voice recognition is very good. 4th generation is not really a step up.... might even be a step down.. Its gonna take something special ... stick with3rd generation Dot its the best Alexa for the money, maybe best Alexa period.",Doesn't out perform 3rd Generation,,3.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Amazon Customer,Verified Purchase
,"Reviewed in the United States on May 2, 2021","I purchased the product to connect my Home and Studio.  I like the drop in option very much.  The sound quality is good.  Alexa doesn't turn it up or down without multiple tries and with paint on my hands I have to repeat and finally just wash up and do it manually.  That is a draw back for me.  If I am listening to music or audiobooks it will not pause music or let me know when an incoming drop-in or call  is happening.  Again paint on hands wash up answer door for Husband.  Great with weather and setting alarms.  But I just can't get Alexa to do what I purchased it for.  So basically it is used for streaming music, weather, alarms, jokes for occasional kids who come by and occasionally when Alexa gets the audiobooks command right.  It is a step in the right direction, but needs to be twikked  a little.  I find my self yelling at it.  Lmao.",Isn't what I hoped!,,3.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Kindle Customer,Verified Purchase
,"Reviewed in the United States on July 23, 2021","I have used Echo Dots for years. I recently upgraded all my 2nd and 3rd generator devices and I'm very disappointed. At least once a week I find a device that is non-responsive, usually just sitting there with a solid blue light. I find myself having to repeat commands more often than not. I catch myself screaming at these new devices because they won't wake up when first addressed. Just very disappointed. I mean do they not test these devices before making them commercially available? ANOTHER WEEK HAS GONE BY AND I CANNOT STRESS HOW POORLY THESE PERFORM. EVERYDAY A NEW ISSUE POPS UP. EXTREMELY POOR QUALITY.Another week has gone by and the problems just mount. These things are absolute junk. They just don't work. They are so far inferior to previous generations. I just want my old Dots back at this point.","ABSOLUTE GARBAGE!!! DO NOT UPGRADE TO THE NEW ECHO DOT!  I REPEAT, KEEP YOUR OLD DOTS. JUST JUNK!",,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Amazon Customer,Verified Purchase
,"Reviewed in the United States on January 5, 2021","To make it short, I would say this is good and worth it whenever its on sale for a decent price. I would echo at least one of the major complaints of other reviewers.Pros-Picks up my voice from across most rooms-Buttons are receptive, no need to smash them to change the volume or mute-Shape is very interesting, aesthetically pleasing to me-Sturdy, doesn't feel flimsy or easily breakableCons-MAJOR con is the audio quality, nowhere near what I had hoped for and leagues worse than my Echo 3rd gen.-Same for the max volume, doesn't get as loud as my 3rd gen, but I rarely have either on higher volumeNot necessarily a con, but came with a white cable on a charcoal echo. Helpful for finding it if it falls behind furniture?Overall, not going to return this, but will definitely be swapping my 3rd gen and this one out from where they are now.","Overall not bad, but doesn't beat previous gen",,3.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Patrick,Verified Purchase
3 people found this helpful,"Reviewed in the United States on December 30, 2020","I purchased the echo dot on Black Friday for a Christmas present.  At the time, the device was sold with a 6 month free subscription to Amazon Music Unlimited.  Part of the my decision in purchasing said device was the free subscription.  I thought that coupled with the dot the giftee would appreciate having a 6 month trial of Amazon's music service.  I gave the gift on Christmas day and informed the gift reciepent that they had had the subscription to activate upon setting up the device.  Well, I come to find out that two days later when assisting the gift reciepent with the device set up that the subscription was linked to my Amazon account.  Furthermore, that it had been linked to my account since November!  I called Amazon c/s immediately.  I explained the the c/s representative that it was a gift that the subscription need to be associated with the gift reciepents Amazon account and not mine.  The c/s representative informs that that all subscriptions are linked to the purchasor's accounts.  I informed the c/s how was I to know that  when purchasing the device with the subscription.  Can you get anymore deceptive, Amazon?  No where when I made my purchase was I ever informed on this Amazon policy.  The c/s representative was nice but did absolutely nothing to correct the issue.  He said there was nothing he could do.  Which is really unacceptable considering I now look the fool for having told the gift reciepent that they have a 6 month trial and they don't.  To make things right, I would now have to spend $60.00 to gift a music subscription.  Seriously, I can not believe I am the only person who purchased this device on Black Friday as a gift and believed the subscription went with the device not the buyer!  Amazon your policy, practice is deceptive and outright fradulent in my opinion.  I'm disappointed and frustrated.  I think you need to reaccess your policy.",Buyer beware of Amazon subscription services with purchase of device,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,MCB,Verified Purchase
,"Reviewed in the United States on April 27, 2022","I bought this item on a deal offer from Amazon (Thank You Amazon), just to see what it was all about and have something new to play with.  It was easy to set up and use.  I taught it my voice and we were off and running.  I have enjoy playing with it and asking it new questions to see how Alexa responds (good fun).  I was pleasantly surprised just how good the sound quality was from just a small speaker.  My wife has started to use it to play her favorite music and is happy with the sound too.I have not had any issues with it or having it connected to my devices or router.All in all well worth the $$ and time to set up.",Easy to set up and use,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Edward,Verified Purchase
One person found this helpful,"Reviewed in the United States on February 14, 2021","I have many Alexa devices.  This was a replacement for a previous generation Dot that has been moved to the bathroom.  I like the look of this - maybe not better than the previous generation- but I think it’s interesting.  My biggest problem is the sound quality.  Listening to music is a big use case, and this is a major downgrade vs. previous dots.  Anyone who says otherwise must not have an older generation for comparison.  I have two older Dots I use as a speaker pair as part of my overall music setup in my office.  I would never use one of these for that purpose.  This sounds like a transistor radio.",Looks cool - sounds terrible.,,3.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Blodwyn,Verified Purchase
,"Reviewed in the United States on December 14, 2021","I was Very impressed when I first got this newer model. I could lay on the couch around a corner and basically whisper and it snapped to even if I couldn’t hear myself over background noise. I have an earlier (hockey puck sized) version and a second of this version so it’s nice to be able to use them linked for music in multiple room and for turning off lights with the Kasa voice control linked plug adapters.  However, the device I use in the kitchen seems to have developed “selective hearing”, the penchant for offering ludicrously wrong answers when I ask a question and simply ignoring me entirely. If I wanted such features I’d get married. As it is, I’d give 3.5 stars if I could.",Hmm…,,4.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Lori Taylor,Verified Purchase
5 people found this helpful,"Reviewed in the United States on November 30, 2020","I think perhaps I got a dud? Hopefully amazon gets back to me on that. As it stands now it is by no small margin the worst echo I've ever used. I have 4 other echos and was going to replace a last generation echo dot. The sound quality is honestly unlistenable. There is zero bass response (as-in, lacking what the previous generation had) a mess of muddy mids, and broken up nasty highs. She only responds maybe half the time (in a quiet bedroom 2 feet from my head). Really the first disappointing amazon product I've gotten, buy the last generation instead.**Update!**Amazon called when they saw my review. When I asked if I had a dud the response was roughly: ""no , we've gotten a lot of calls on this product. If you want better sound quality you're better off retuning it and buying the last generation dot."" So there you have it from the horse's mouth! This thing sucks.",A huge downgrade from last generation.,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Franco,Verified Purchase
,"Reviewed in the United States on May 25, 2021","The sound was essentially the same as the third generation.  Bass is ok given the size of the unit.  Midrange works better but still should have improved more in my opinion now that your using multiple speakers in each unit. .  High volumes cause way too much distortion. Considering the huge improvement in sound quality for the 4th gen echo, the poor dot get forgotten, left behind, was a huge disappointment given the bar that was set with the last gen and the flagship for this new gen,  I do like the design i just feel like there should have been more...  And why did you ask specifically for a start rating for specs integration???  It is Alexa as far as the public goes...  If you cant effectively integrate your smart speaker with your own cloud AI then it's time to go back to just selling books and CDs.","Anticlimactic, yes that is the word I would put on the echo dot 4th gen",,2.0 out of 5 stars,Color: Glacier White,Configuration: Echo Dot,Larry Darrah,Verified Purchase
,"Reviewed in the United States on July 9, 2021","I love the little Dots. They are great inside the house, but I need them outside on the patio and by the swimming pool. Being Texas, it gets hot. Rarely over 100 where I live, but mid to high 90's during the summer. At about 92 degrees, the Echo Dots start getting a bit dicey. They fade in and out, drop signal and so on. It has to be heat related because when they cool off, they are just fine. I wish Amazon would boost up the components enough to get these things where they would work well outside in the heat. After all, Texas isn't necessarily the hottest temps in the country and the whole south has a hot summer. Heck, even Washington and Oregon are getting hot summers. Other than that complaint, these are great little speakers, good tone, good volume and easy to set up.",Doesn't Like to be Outdoors,,3.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Stormytexas,Verified Purchase
,"Reviewed in the United States on May 31, 2021",I am usually one of the 1st people to want an electronic.  I love electronics.  But to be honest I have not wanted much to do with Alexa but according to this seller on Amazon I needed this echo dot to go with a room vacuum that I wanted to purchase and it didn’t give me much choice on that so I made the order which included the vacuum and the echo dot.  The vacuum is the only thing in my home that the echo dot connects to.  It connected with my roku tv at 1st but at some point it lost that connection and will not reconnect with it now.  The only other thing that I could think of that might make it useful is the music & setting up a chore schedule/reminder.  Oh my gosh what a pain.  I worked several hours on it today and still did not get it to work.  I got some added but then can’t find it now to go back in and modify so I don’t even know if it saved what I worked on.  I had a list and wanted to put them in a specific order but couldn’t find anywhere that it would allow me to do so.  This is the most unuser friendly device that I have run into in a long time.  And not just all of that but this vacuum had it’s own app that still allowed me to schedule cleaning and would work fine without this echo dot.  What a jip.,What a jip!!!,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Wona C. Chennault,Verified Purchase
,"Reviewed in the United States on July 15, 2021","I was initially reluctant to join the smart speaker crowd. I don’t generally purchase the latest technology because I expect there to be bugs that need fixing, and I want to avoid wasting my money. So it took awhile for me to purchase my first echo dot, and when I did, I actually bought a used one. I now have 2, 1 in the living room and 1 in the kitchen. They are linked, and I use them to control smart plugs and lights, plus providing me information and entertainment. I have learned to set up routines to control devices, and to give me an interesting piece of trivia, the local weather forecast, and a brief bit of daily history. And at the end of the day, I give one command and it turns everything off.I’m an old dog, but I have definitely learned a few new tricks. While I could definitely live without my echo dot, I chose not to. Would recommend it to anyone who is considering it. Oh, and I can ask it to play whatever music or talk shows I want to hear.","Took a while, but I’m a convert.",,4.0 out of 5 stars,Color: Glacier White,Configuration: Echo Dot,Bill Hentges,Verified Purchase
,"Reviewed in the United States on July 1, 2021","Just like every Echo device, Amazon always seems to make it worse with the next generation. The first Dot sounded like a speaker in a can, the second wasn't much better, the third gen really was a huge improvement. There was good speaker clarity, the music was obviously lacking in the bass department, but otherwise it sounded good. The fourth gen however, sounds like a third gen, but behind a pillow. It seems very muffled and not very loud at all, even on the highest volume setting. There is absolutely no bass, none, not even a little... It even seems like the treble may be turned down a bit, or some kind of equalizer settings are all jacked up, I really don't even know... Moral of the story, save yourself from this let down, get a third gen Dot if you're in the market for one.",Not impressive at all,,2.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Redturbo0,Verified Purchase
One person found this helpful,"Reviewed in the United States on December 27, 2020","My 3rd gen dot was starting to have some quality issues, so I went ahead and got the new version. The sound quality is better and it seems to understand me better as well - though up until recently I'd say the 3rd gen was doing pretty well on that too.My 3rd gen dot and an echo flex down the hall couldn't seem to distinguish which I was closer to, even when I was much closer to the dot (ie on the far side of it from the flex). This one has been 100% accurate in picking up that I'm closer to it than the flex.I did knock off a star for the cord issue that so many people have mentioned. Not only is the cord white and my dot is charcoal, but the cord is also shorter than the one with the previous gen. Fortunately they're interchangeable, so I plugged the new dot into the old cord. I also don't like the color ring being only on the very bottom since it makes it harder to notice, but there's not really another option with this design.",Upgraded from 3rd Gen,,4.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Delaney,Verified Purchase
,"Reviewed in the United States on February 20, 2022","Horrible product. The echo dot 4th generation actually works worse than the 3rd gen. The speaker quality is sub-par, and the voice recognition is worse than the 3rd gen.On top of that, ours completely stopped working after 1 month after the 1-year warranty. It just flashes a blue light and never responds. We've attempted a hardware re-set and numerous other fixes, but the problem persists. We can get it running again for a few minutes, but after use, it returns back to the flashing blue light of death.This is engineered obsolescence if I ever saw it. A product that dies 1 month after the pathetic 1-year warranty expires.",Horrible,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Chris,Verified Purchase
